prenom,nom,lien,id_club
Craig,Forsyth,https://www.transfermarkt.fr/craig-forsyth/profil/spieler/45492,113
Max,Johnston,https://www.transfermarkt.fr/max-johnston/profil/spieler/652632,113
Ryan,Nyambe,https://www.transfermarkt.fr/ryan-nyambe/profil/spieler/348469,113
Lewis,Travis,https://www.transfermarkt.fr/lewis-travis/profil/spieler/372802,113
David,Ozoh,https://www.transfermarkt.fr/david-ozoh/profil/spieler/865993,113
Bobby,Clark,https://www.transfermarkt.fr/bobby-clark/profil/spieler/712117,113
Ebou,Adams,https://www.transfermarkt.fr/ebou-adams/profil/spieler/323652,113
Liam,Thompson,https://www.transfermarkt.fr/liam-thompson/profil/spieler/581331,113
Joe,Ward,https://www.transfermarkt.fr/joe-ward/profil/spieler/370559,113
Andreas,Weimann,https://www.transfermarkt.fr/andreas-weimann/profil/spieler/49693,113
Corey,Blackett-Taylor,https://www.transfermarkt.fr/corey-blackett-taylor/profil/spieler/282821,113
Patrick,Agyemang,https://www.transfermarkt.fr/patrick-agyemang/profil/spieler/1089574,113
Ben,Brereton Díaz,https://www.transfermarkt.fr/ben-brereton-diaz/profil/spieler/426192,113
Carlton,Morris,https://www.transfermarkt.fr/carlton-morris/profil/spieler/246963,113
Rhian,Brewster,https://www.transfermarkt.fr/rhian-brewster/profil/spieler/406560,113
Lars-Jørgen,Salvesen,https://www.transfermarkt.fr/lars-jorgen-salvesen/profil/spieler/336640,113
Kayden,Jackson,https://www.transfermarkt.fr/kayden-jackson/profil/spieler/378872,113
Paul,Nardi,https://www.transfermarkt.fr/paul-nardi/profil/spieler/189744,114
Joe,Walsh,https://www.transfermarkt.fr/joe-walsh/profil/spieler/690548,114
Ben,Hamer,https://www.transfermarkt.fr/ben-hamer/profil/spieler/67283,114
Jake,Clarke-Salter,https://www.transfermarkt.fr/jake-clarke-salter/profil/spieler/316551,114
Amadou,Salif Mbengue,https://www.transfermarkt.fr/amadou-salif-mbengue/profil/spieler/806310,114
Liam,Morrison,https://www.transfermarkt.fr/liam-morrison/profil/spieler/567114,114
Steve,Cook,https://www.transfermarkt.fr/steve-cook/profil/spieler/90836,114
Esquerdinha,,https://www.transfermarkt.fr/esquerdinha/profil/spieler/1004737,114
Rhys,Norrington-Davies,https://www.transfermarkt.fr/rhys-norrington-davies/profil/spieler/543164,114
Ziyad,Larkeche,https://www.transfermarkt.fr/ziyad-larkeche/profil/spieler/618402,114
Jimmy,Dunne,https://www.transfermarkt.fr/jimmy-dunne/profil/spieler/396174,114
Kealey,Adamson,https://www.transfermarkt.fr/kealey-adamson/profil/spieler/1109828,114
Sam,Field,https://www.transfermarkt.fr/sam-field/profil/spieler/387331,114
Isaac,Hayden,https://www.transfermarkt.fr/isaac-hayden/profil/spieler/206225,114
Nicolas,Madsen,https://www.transfermarkt.fr/nicolas-madsen/profil/spieler/464599,114
Jonathan,Varane,https://www.transfermarkt.fr/jonathan-varane/profil/spieler/812902,114
Kieran,Morgan,https://www.transfermarkt.fr/kieran-morgan/profil/spieler/1047344,114
Harvey,Vale,https://www.transfermarkt.fr/harvey-vale/profil/spieler/581675,114
Ilias,Chair,https://www.transfermarkt.fr/ilias-chair/profil/spieler/380473,114
Karamoko,Dembélé,https://www.transfermarkt.fr/karamoko-dembele/profil/spieler/466602,114
Isak,Alemayehu Mulugeta,https://www.transfermarkt.fr/isak-alemayehu-mulugeta/profil/spieler/935469,114
Koki,Saito,https://www.transfermarkt.fr/koki-saito/profil/spieler/501743,114
Daniel,Bennie,https://www.transfermarkt.fr/daniel-bennie/profil/spieler/1104713,114
Kwame,Poku,https://www.transfermarkt.fr/kwame-poku/profil/spieler/701062,114
Paul,Smyth,https://www.transfermarkt.fr/paul-smyth/profil/spieler/408872,114
Richard,Kone,https://www.transfermarkt.fr/richard-kone/profil/spieler/1218761,114
Rayan,Kolli,https://www.transfermarkt.fr/rayan-kolli/profil/spieler/867699,114
Rumarn,Burrell,https://www.transfermarkt.fr/rumarn-burrell/profil/spieler/624946,114
Michael,Frey,https://www.transfermarkt.fr/michael-frey/profil/spieler/147043,114
Daniel,Iversen,https://www.transfermarkt.fr/daniel-iversen/profil/spieler/260841,115
Jack,Walton,https://www.transfermarkt.fr/jack-walton/profil/spieler/368629,115
David,Cornell,https://www.transfermarkt.fr/david-cornell/profil/spieler/89648,115
Jordan,Storey,https://www.transfermarkt.fr/jordan-storey/profil/spieler/435198,115
Lewis,Gibson,https://www.transfermarkt.fr/lewis-gibson/profil/spieler/419325,115
Liam,Lindsay,https://www.transfermarkt.fr/liam-lindsay/profil/spieler/228912,115
Andrew,Hughes,https://www.transfermarkt.fr/andrew-hughes/profil/spieler/191865,115
Jamal,Lewis,https://www.transfermarkt.fr/jamal-lewis/profil/spieler/346018,115
Thierry,Small,https://www.transfermarkt.fr/thierry-small/profil/spieler/746554,115
Andrija,Vukcevic,https://www.transfermarkt.fr/andrija-vukcevic/profil/spieler/294987,115
Odeluga,Offiah,https://www.transfermarkt.fr/odeluga-offiah/profil/spieler/567597,115
Brad,Potts,https://www.transfermarkt.fr/brad-potts/profil/spieler/237013,115
Pol,Valentín,https://www.transfermarkt.fr/pol-valentin/profil/spieler/380737,115
Josh,Seary,https://www.transfermarkt.fr/josh-seary/profil/spieler/854932,115
Noah,Mawene,https://www.transfermarkt.fr/noah-mawene/profil/spieler/854928,115
Ben,Whiteman,https://www.transfermarkt.fr/ben-whiteman/profil/spieler/347389,115
Ali,McCann,https://www.transfermarkt.fr/ali-mccann/profil/spieler/450714,115
Stefán,Teitur Thórdarson,https://www.transfermarkt.fr/stefan-teitur-thordarson/profil/spieler/422721,115
Jordan,Thompson,https://www.transfermarkt.fr/jordan-thompson/profil/spieler/321169,115
Harrison,Armstrong,https://www.transfermarkt.fr/harrison-armstrong/profil/spieler/1107733,115
Robbie,Brady,https://www.transfermarkt.fr/robbie-brady/profil/spieler/128229,115
Alfie,Devine,https://www.transfermarkt.fr/alfie-devine/profil/spieler/728734,115
Mads,Frøkjaer-Jensen,https://www.transfermarkt.fr/mads-frokjaer-jensen/profil/spieler/533632,115
Lewis,Dobbin,https://www.transfermarkt.fr/lewis-dobbin/profil/spieler/627248,115
Daniel,Jebbison,https://www.transfermarkt.fr/daniel-jebbison/profil/spieler/746740,115
Milutin,Osmajic,https://www.transfermarkt.fr/milutin-osmajic/profil/spieler/542819,115
Will,Keane,https://www.transfermarkt.fr/will-keane/profil/spieler/118535,115
Michael,Smith,https://www.transfermarkt.fr/michael-smith/profil/spieler/96173,115
Nicolas,Schmid,https://www.transfermarkt.fr/nicolas-schmid/profil/spieler/291097,116
Josef,Bursik,https://www.transfermarkt.fr/josef-bursik/profil/spieler/491737,116
Ben,Killip,https://www.transfermarkt.fr/ben-killip/profil/spieler/244970,116
Jordan,Archer,https://www.transfermarkt.fr/jordan-archer/profil/spieler/177952,116
Hayden,Matthews,https://www.transfermarkt.fr/hayden-matthews/profil/spieler/1109824,116
Josh,Knight,https://www.transfermarkt.fr/josh-knight/profil/spieler/425026,116
Regan,Poole,https://www.transfermarkt.fr/regan-poole/profil/spieler/340194,116
Conor,Shaughnessy,https://www.transfermarkt.fr/conor-shaughnessy/profil/spieler/255626,116
Ibane,Bowat,https://www.transfermarkt.fr/ibane-bowat/profil/spieler/696347,116
Connor,Ogilvie,https://www.transfermarkt.fr/connor-ogilvie/profil/spieler/236509,116
Jacob,Farrell,https://www.transfermarkt.fr/jacob-farrell/profil/spieler/949477,116
Zak,Swanson,https://www.transfermarkt.fr/zak-swanson/profil/spieler/540687,116
Terry,Devlin,https://www.transfermarkt.fr/terry-devlin/profil/spieler/693440,116
Jordan,Williams,https://www.transfermarkt.fr/jordan-williams/profil/spieler/346468,116
Andre,Dozzell,https://www.transfermarkt.fr/andre-dozzell/profil/spieler/346467,116
Márk,Kosznovszky,https://www.transfermarkt.fr/mark-kosznovszky/profil/spieler/543729,116
Luke,Le Roux,https://www.transfermarkt.fr/luke-le-roux/profil/spieler/467616,116
Marlon,Pack,https://www.transfermarkt.fr/marlon-pack/profil/spieler/118779,116
Reuben,Swann,https://www.transfermarkt.fr/reuben-swann/profil/spieler/1276935,116
John,Swift,https://www.transfermarkt.fr/john-swift/profil/spieler/197693,116
Josh,Murphy,https://www.transfermarkt.fr/josh-murphy/profil/spieler/199528,116
Min-hyeok,Yang,https://www.transfermarkt.fr/min-hyeok-yang/profil/spieler/1004327,116
Callum,Lang,https://www.transfermarkt.fr/callum-lang/profil/spieler/425865,116
Florian,Bianchini,https://www.transfermarkt.fr/florian-bianchini/profil/spieler/715923,116
Adrian,Segecic,https://www.transfermarkt.fr/adrian-segecic/profil/spieler/867760,116
Franco,Umeh-Chibueze,https://www.transfermarkt.fr/franco-umeh-chibueze/profil/spieler/943560,116
Harvey,Blair,https://www.transfermarkt.fr/harvey-blair/profil/spieler/707164,116
Conor,Chaplin,https://www.transfermarkt.fr/conor-chaplin/profil/spieler/349503,116
Colby,Bishop,https://www.transfermarkt.fr/colby-bishop/profil/spieler/307069,116
Thomas,Waddingham,https://www.transfermarkt.fr/thomas-waddingham/profil/spieler/1069559,116
Makenzie,Kirk,https://www.transfermarkt.fr/makenzie-kirk/profil/spieler/700144,116
Aynsley,Pears,https://www.transfermarkt.fr/aynsley-pears/profil/spieler/354456,117
Balázs,Tóth,https://www.transfermarkt.fr/balazs-toth/profil/spieler/400044,117
Hayden,Carter,https://www.transfermarkt.fr/hayden-carter/profil/spieler/503780,117
Scott,Wharton,https://www.transfermarkt.fr/scott-wharton/profil/spieler/364803,117
Sean,McLoughlin,https://www.transfermarkt.fr/sean-mcloughlin/profil/spieler/524210,117
Harry,Pickering,https://www.transfermarkt.fr/harry-pickering/profil/spieler/426412,117
Yuri,Ribeiro,https://www.transfermarkt.fr/yuri-ribeiro/profil/spieler/258032,117
Taylor,Gardner-Hickman,https://www.transfermarkt.fr/taylor-gardner-hickman/profil/spieler/546944,117
Lewis,Miller,https://www.transfermarkt.fr/lewis-miller/profil/spieler/603864,117
Ryan,Alebiosu,https://www.transfermarkt.fr/ryan-alebiosu/profil/spieler/610649,117
Jake,Garrett,https://www.transfermarkt.fr/jake-garrett/profil/spieler/570458,117
Sidnei,Tavares,https://www.transfermarkt.fr/sidnei-tavares/profil/spieler/511813,117
Moussa,Baradji,https://www.transfermarkt.fr/moussa-baradji/profil/spieler/821542,117
Sondre,Tronstad,https://www.transfermarkt.fr/sondre-tronstad/profil/spieler/210348,117
Axel,Henriksson,https://www.transfermarkt.fr/axel-henriksson/profil/spieler/754634,117
Adam,Forshaw,https://www.transfermarkt.fr/adam-forshaw/profil/spieler/121257,117
Kristi,Montgomery,https://www.transfermarkt.fr/kristi-montgomery/profil/spieler/719680,117
Dion,De Neve,https://www.transfermarkt.fr/dion-de-neve/profil/spieler/502245,117
Todd,Cantwell,https://www.transfermarkt.fr/todd-cantwell/profil/spieler/332341,117
Ryoya,Morishita,https://www.transfermarkt.fr/ryoya-morishita/profil/spieler/679903,117
Ryan,Hedges,https://www.transfermarkt.fr/ryan-hedges/profil/spieler/326230,117
Augustus,Kargbo,https://www.transfermarkt.fr/augustus-kargbo/profil/spieler/549791,117
Makhtar,Gueye,https://www.transfermarkt.fr/makhtar-gueye/profil/spieler/606849,117
Andri,Gudjohnsen,https://www.transfermarkt.fr/andri-gudjohnsen/profil/spieler/490967,117
Yuki,Ohashi,https://www.transfermarkt.fr/yuki-ohashi/profil/spieler/592116,117
Igor,Tyjon,https://www.transfermarkt.fr/igor-tyjon/profil/spieler/1192864,117
Jamie,Cumming,https://www.transfermarkt.fr/jamie-cumming/profil/spieler/396859,118
Matt,Ingram,https://www.transfermarkt.fr/matt-ingram/profil/spieler/164499,118
Simon,Eastwood,https://www.transfermarkt.fr/simon-eastwood/profil/spieler/49089,118
Jacob,Knightbridge,https://www.transfermarkt.fr/jacob-knightbridge/profil/spieler/670878,118
Ben,Davies,https://www.transfermarkt.fr/ben-davies/profil/spieler/257097,118
Michal,Helik,https://www.transfermarkt.fr/michal-helik/profil/spieler/255383,118
Ciaron,Brown,https://www.transfermarkt.fr/ciaron-brown/profil/spieler/611845,118
Jack,Currie,https://www.transfermarkt.fr/jack-currie/profil/spieler/851972,118
Greg,Leigh,https://www.transfermarkt.fr/greg-leigh/profil/spieler/201586,118
Hidde,ter Avest,https://www.transfermarkt.fr/hidde-ter-avest/profil/spieler/258519,118
Brodie,Spencer,https://www.transfermarkt.fr/brodie-spencer/profil/spieler/701011,118
Sam,Long,https://www.transfermarkt.fr/sam-long/profil/spieler/238591,118
Brian,De Keersmaecker,https://www.transfermarkt.fr/brian-de-keersmaecker/profil/spieler/429916,118
Will,Vaulks,https://www.transfermarkt.fr/will-vaulks/profil/spieler/238427,118
Louie,Sibley,https://www.transfermarkt.fr/louie-sibley/profil/spieler/537270,118
Cameron,Brannagan,https://www.transfermarkt.fr/cameron-brannagan/profil/spieler/261357,118
Joshua,Johnson,https://www.transfermarkt.fr/joshua-johnson/profil/spieler/881261,118
Filip,Krastev,https://www.transfermarkt.fr/filip-krastev/profil/spieler/486814,118
Luke,Harris,https://www.transfermarkt.fr/luke-harris/profil/spieler/817612,118
Siriki,Dembélé,https://www.transfermarkt.fr/siriki-dembele/profil/spieler/488656,118
Przemyslaw,Placheta,https://www.transfermarkt.fr/przemyslaw-placheta/profil/spieler/383109,118
Tyler,Goodrham,https://www.transfermarkt.fr/tyler-goodrham/profil/spieler/700441,118
Stanley,Mills,https://www.transfermarkt.fr/stanley-mills/profil/spieler/801005,118
Matt,Phillips,https://www.transfermarkt.fr/matt-phillips/profil/spieler/77274,118
Will,Lankshear,https://www.transfermarkt.fr/will-lankshear/profil/spieler/879768,118
Nik,Prelec,https://www.transfermarkt.fr/nik-prelec/profil/spieler/469690,118
Ole,Romeny,https://www.transfermarkt.fr/ole-romeny/profil/spieler/361070,118
Mark,Harris,https://www.transfermarkt.fr/mark-harris/profil/spieler/344012,118
Tom,Bradshaw,https://www.transfermarkt.fr/tom-bradshaw/profil/spieler/139781,118
Gatlin,O'Donkor,https://www.transfermarkt.fr/gatlin-odonkor/profil/spieler/843394,118
Thomas,Kaminski,https://www.transfermarkt.fr/thomas-kaminski/profil/spieler/77757,119
Will,Mannion,https://www.transfermarkt.fr/will-mannion/profil/spieler/456111,119
Ashley,Maynard-Brewer,https://www.transfermarkt.fr/ashley-maynard-brewer/profil/spieler/497143,119
Reece,Burke,https://www.transfermarkt.fr/reece-burke/profil/spieler/264220,119
Amari'i,Bell,https://www.transfermarkt.fr/amarii-bell/profil/spieler/278166,119
Macaulay,Gillesphey,https://www.transfermarkt.fr/macaulay-gillesphey/profil/spieler/267113,119
Lloyd,Jones,https://www.transfermarkt.fr/lloyd-jones/profil/spieler/244040,119
Josh,Edwards,https://www.transfermarkt.fr/josh-edwards/profil/spieler/540378,119
James,Bree,https://www.transfermarkt.fr/james-bree/profil/spieler/324223,119
Joe,Rankin-Costello,https://www.transfermarkt.fr/joe-rankin-costello/profil/spieler/411229,119
Kayne,Ramsay,https://www.transfermarkt.fr/kayne-ramsay/profil/spieler/530879,119
Conor,Coventry,https://www.transfermarkt.fr/conor-coventry/profil/spieler/419025,119
Greg,Docherty,https://www.transfermarkt.fr/greg-docherty/profil/spieler/227618,119
Sonny,Carey,https://www.transfermarkt.fr/sonny-carey/profil/spieler/820999,119
Karoy,Anderson,https://www.transfermarkt.fr/karoy-anderson/profil/spieler/874081,119
Luke,Berry,https://www.transfermarkt.fr/luke-berry/profil/spieler/125685,119
Ibrahim,Fullah,https://www.transfermarkt.fr/ibrahim-fullah/profil/spieler/1215441,119
Harvey,Knibbs,https://www.transfermarkt.fr/harvey-knibbs/profil/spieler/484735,119
Tyreece,Campbell,https://www.transfermarkt.fr/tyreece-campbell/profil/spieler/747267,119
Onel,Hernández,https://www.transfermarkt.fr/onel-hernandez/profil/spieler/109751,119
Rob,Apter,https://www.transfermarkt.fr/rob-apter/profil/spieler/837050,119
Charlie,Kelman,https://www.transfermarkt.fr/charlie-kelman/profil/spieler/633492,119
Miles,Leaburn,https://www.transfermarkt.fr/miles-leaburn/profil/spieler/874064,119
Tanto,Olaofe,https://www.transfermarkt.fr/tanto-olaofe/profil/spieler/747681,119
Matty,Godden,https://www.transfermarkt.fr/matty-godden/profil/spieler/145553,119
Ethan,Horvath,https://www.transfermarkt.fr/ethan-horvath/profil/spieler/242284,120
Pierce,Charles,https://www.transfermarkt.fr/pierce-charles/profil/spieler/861600,120
Logan,Stretch,https://www.transfermarkt.fr/logan-stretch/profil/spieler/1122667,120
Di'Shon,Bernard,https://www.transfermarkt.fr/dishon-bernard/profil/spieler/531677,120
Gabriel,Otegbayo,https://www.transfermarkt.fr/gabriel-otegbayo/profil/spieler/1198023,120
Dominic,Iorfa,https://www.transfermarkt.fr/dominic-iorfa/profil/spieler/213334,120
Liam,Cooper,https://www.transfermarkt.fr/liam-cooper/profil/spieler/75067,120
Harry,Amass,https://www.transfermarkt.fr/harry-amass/profil/spieler/1011738,120
Max,Lowe,https://www.transfermarkt.fr/max-lowe/profil/spieler/258885,120
Reece,Johnson,https://www.transfermarkt.fr/reece-johnson/profil/spieler/1099687,120
Yan,Valery,https://www.transfermarkt.fr/yan-valery/profil/spieler/406008,120
Liam,Palmer,https://www.transfermarkt.fr/liam-palmer/profil/spieler/137149,120
Guilherme,Siqueira,https://www.transfermarkt.fr/guilherme-siqueira/profil/spieler/1089410,120
Nathaniel,Chalobah,https://www.transfermarkt.fr/nathaniel-chalobah/profil/spieler/128900,120
Jarvis,Thornton,https://www.transfermarkt.fr/jarvis-thornton/profil/spieler/969142,120
Svante,Ingelsson,https://www.transfermarkt.fr/svante-ingelsson/profil/spieler/321079,120
Sean,Fusire,https://www.transfermarkt.fr/sean-fusire/profil/spieler/969140,120
Barry,Bannan,https://www.transfermarkt.fr/barry-bannan/profil/spieler/61561,120
Rio,Shipston,https://www.transfermarkt.fr/rio-shipston/profil/spieler/871160,120
Olaf,Kobacki,https://www.transfermarkt.fr/olaf-kobacki/profil/spieler/407734,120
Iké,Ugbo,https://www.transfermarkt.fr/ike-ugbo/profil/spieler/339943,120
Jamal,Lowe,https://www.transfermarkt.fr/jamal-lowe/profil/spieler/239949,120
Bailey,Cadamarteri,https://www.transfermarkt.fr/bailey-cadamarteri/profil/spieler/871170,120
Charlie,McNeill,https://www.transfermarkt.fr/charlie-mcneill/profil/spieler/614262,120
Carlos,Miguel,https://www.transfermarkt.fr/carlos-miguel/profil/spieler/641458,121
Weverton,,https://www.transfermarkt.fr/weverton/profil/spieler/69400,121
Marcelo,Lomba,https://www.transfermarkt.fr/marcelo-lomba/profil/spieler/53015,121
Aranha,,https://www.transfermarkt.fr/aranha/profil/spieler/1093863,121
Murilo,,https://www.transfermarkt.fr/murilo/profil/spieler/458710,121
Micael,,https://www.transfermarkt.fr/micael/profil/spieler/867847,121
Gustavo,Gómez,https://www.transfermarkt.fr/gustavo-gomez/profil/spieler/215390,121
Bruno,Fuchs,https://www.transfermarkt.fr/bruno-fuchs/profil/spieler/563692,121
Luis,Benedetti,https://www.transfermarkt.fr/luis-benedetti/profil/spieler/1253807,121
Joaquín,Piquerez,https://www.transfermarkt.fr/joaquin-piquerez/profil/spieler/496268,121
Jefté,,https://www.transfermarkt.fr/jefte/profil/spieler/851595,121
Agustín,Giay,https://www.transfermarkt.fr/agustin-giay/profil/spieler/849582,121
Khellven,,https://www.transfermarkt.fr/khellven/profil/spieler/653348,121
Aníbal,Moreno,https://www.transfermarkt.fr/anibal-moreno/profil/spieler/642758,121
Emiliano,Martínez,https://www.transfermarkt.fr/emiliano-martinez/profil/spieler/707447,121
Lucas,Evangelista,https://www.transfermarkt.fr/lucas-evangelista/profil/spieler/270188,121
Figueiredo,,https://www.transfermarkt.fr/figueiredo/profil/spieler/1004736,121
Andreas,Pereira,https://www.transfermarkt.fr/andreas-pereira/profil/spieler/203394,121
Mauricio,,https://www.transfermarkt.fr/mauricio/profil/spieler/678439,121
Raphael,Veiga,https://www.transfermarkt.fr/raphael-veiga/profil/spieler/432953,121
Allan,,https://www.transfermarkt.fr/allan/profil/spieler/1082631,121
Paulinho,,https://www.transfermarkt.fr/paulinho/profil/spieler/428791,121
Ramón,Sosa,https://www.transfermarkt.fr/ramon-sosa/profil/spieler/745191,121
Bruno,Rodrigues,https://www.transfermarkt.fr/bruno-rodrigues/profil/spieler/406766,121
Facundo,Torres,https://www.transfermarkt.fr/facundo-torres/profil/spieler/465822,121
Felipe,Anderson,https://www.transfermarkt.fr/felipe-anderson/profil/spieler/159372,121
Vitor,Roque,https://www.transfermarkt.fr/vitor-roque/profil/spieler/943837,121
José,Manuel López,https://www.transfermarkt.fr/jose-manuel-lopez/profil/spieler/844797,121
Luighi,,https://www.transfermarkt.fr/luighi/profil/spieler/1158001,121
Agustín,Rossi,https://www.transfermarkt.fr/agustin-rossi/profil/spieler/352324,122
Matheus,Cunha,https://www.transfermarkt.fr/matheus-cunha/profil/spieler/876739,122
Dyogo,Alves,https://www.transfermarkt.fr/dyogo-alves/profil/spieler/1082543,122
Léo,Nannetti,https://www.transfermarkt.fr/leo-nannetti/profil/spieler/1370606,122
Léo,Ortiz,https://www.transfermarkt.fr/leo-ortiz/profil/spieler/374136,122
Léo,Pereira,https://www.transfermarkt.fr/leo-pereira/profil/spieler/288431,122
Danilo,,https://www.transfermarkt.fr/danilo/profil/spieler/145707,122
João,Victor,https://www.transfermarkt.fr/joao-victor/profil/spieler/1193868,122
Pablo,,https://www.transfermarkt.fr/pablo/profil/spieler/149577,122
Cleiton,,https://www.transfermarkt.fr/cleiton/profil/spieler/943237,122
Ayrton,Lucas,https://www.transfermarkt.fr/ayrton-lucas/profil/spieler/349585,122
Matías,Viña,https://www.transfermarkt.fr/matias-vina/profil/spieler/439072,122
Alex,Sandro,https://www.transfermarkt.fr/alex-sandro/profil/spieler/79960,122
Emerson,Royal,https://www.transfermarkt.fr/emerson-royal/profil/spieler/476344,122
Guillermo,Varela,https://www.transfermarkt.fr/guillermo-varela/profil/spieler/188862,122
Jorginho,,https://www.transfermarkt.fr/jorginho/profil/spieler/102017,122
Erick,Pulgar,https://www.transfermarkt.fr/erick-pulgar/profil/spieler/215616,122
Evertton,Araújo,https://www.transfermarkt.fr/evertton-araujo/profil/spieler/931007,122
Allan,,https://www.transfermarkt.fr/allan/profil/spieler/385271,122
Nicolás,de la Cruz,https://www.transfermarkt.fr/nicolas-de-la-cruz/profil/spieler/397458,122
Saúl,Ñíguez,https://www.transfermarkt.fr/saul-niguez/profil/spieler/148928,122
Giorgian,de Arrascaeta,https://www.transfermarkt.fr/giorgian-de-arrascaeta/profil/spieler/248410,122
Jorge,Carrascal,https://www.transfermarkt.fr/jorge-carrascal/profil/spieler/354145,122
Samuel,Lino,https://www.transfermarkt.fr/samuel-lino/profil/spieler/694928,122
Everton,,https://www.transfermarkt.fr/everton/profil/spieler/321239,122
Michael,,https://www.transfermarkt.fr/michael/profil/spieler/520392,122
Gonzalo,Plata,https://www.transfermarkt.fr/gonzalo-plata/profil/spieler/592735,122
Luiz,Araújo,https://www.transfermarkt.fr/luiz-araujo/profil/spieler/435485,122
Pedro,,https://www.transfermarkt.fr/pedro/profil/spieler/432895,122
Wallace,Yan,https://www.transfermarkt.fr/wallace-yan/profil/spieler/1082602,122
Juninho,,https://www.transfermarkt.fr/juninho/profil/spieler/424676,122
Bruno,Henrique,https://www.transfermarkt.fr/bruno-henrique/profil/spieler/353108,122
Neto,,https://www.transfermarkt.fr/neto/profil/spieler/111819,123
Léo,Linck,https://www.transfermarkt.fr/leo-linck/profil/spieler/742034,123
Cristhian,Loor,https://www.transfermarkt.fr/cristhian-loor/profil/spieler/1074501,123
Raul,,https://www.transfermarkt.fr/raul/profil/spieler/520093,123
Alexander,Barboza,https://www.transfermarkt.fr/alexander-barboza/profil/spieler/379752,123
David,Ricardo,https://www.transfermarkt.fr/david-ricardo/profil/spieler/985172,123
Kaio,,https://www.transfermarkt.fr/kaio/profil/spieler/523363,123
Bastos,,https://www.transfermarkt.fr/bastos/profil/spieler/195810,123
Philipe,Sampaio,https://www.transfermarkt.fr/philipe-sampaio/profil/spieler/336697,123
Gabriel,Bahia,https://www.transfermarkt.fr/gabriel-bahia/profil/spieler/1128780,123
Cuiabano,,https://www.transfermarkt.fr/cuiabano/profil/spieler/891353,123
Alex,Telles,https://www.transfermarkt.fr/alex-telles/profil/spieler/255755,123
Marçal,,https://www.transfermarkt.fr/marcal/profil/spieler/137745,123
Vitinho,,https://www.transfermarkt.fr/vitinho/profil/spieler/468249,123
Mateo,Ponte,https://www.transfermarkt.fr/mateo-ponte/profil/spieler/856047,123
Danilo,,https://www.transfermarkt.fr/danilo/profil/spieler/808509,123
Marlon,Freitas,https://www.transfermarkt.fr/marlon-freitas/profil/spieler/364972,123
Allan,,https://www.transfermarkt.fr/allan/profil/spieler/126422,123
Newton,,https://www.transfermarkt.fr/newton/profil/spieler/811219,123
Jefferson,Savarino,https://www.transfermarkt.fr/jefferson-savarino/profil/spieler/309193,123
Álvaro,Montoro,https://www.transfermarkt.fr/alvaro-montoro/profil/spieler/1228194,123
Santiago,Rodríguez,https://www.transfermarkt.fr/santiago-rodriguez/profil/spieler/465819,123
Jordan,Barrera,https://www.transfermarkt.fr/jordan-barrera/profil/spieler/1087334,123
Matheus,Martins,https://www.transfermarkt.fr/matheus-martins/profil/spieler/668228,123
Jeffinho,,https://www.transfermarkt.fr/jeffinho/profil/spieler/884072,123
Artur,,https://www.transfermarkt.fr/artur/profil/spieler/440658,123
Nathan,Fernandes,https://www.transfermarkt.fr/nathan-fernandes/profil/spieler/1083600,123
Joaquín,Correa,https://www.transfermarkt.fr/joaquin-correa/profil/spieler/227081,123
Arthur,Cabral,https://www.transfermarkt.fr/arthur-cabral/profil/spieler/390638,123
Chris,Ramos,https://www.transfermarkt.fr/chris-ramos/profil/spieler/538810,123
Gonzalo,Mastriani,https://www.transfermarkt.fr/gonzalo-mastriani/profil/spieler/195882,123
Cássio,,https://www.transfermarkt.fr/cassio/profil/spieler/50144,124
Otávio,Costa,https://www.transfermarkt.fr/otavio-costa/profil/spieler/997947,124
Léo,Aragão,https://www.transfermarkt.fr/leo-aragao/profil/spieler/1022342,124
Fabrício,Bruno,https://www.transfermarkt.fr/fabricio-bruno/profil/spieler/432773,124
João,Marcelo,https://www.transfermarkt.fr/joao-marcelo/profil/spieler/744024,124
Jonathan,Jesus,https://www.transfermarkt.fr/jonathan-jesus/profil/spieler/1083207,124
Mateo,Gamarra,https://www.transfermarkt.fr/mateo-gamarra/profil/spieler/661245,124
Lucas,Villalba,https://www.transfermarkt.fr/lucas-villalba/profil/spieler/240913,124
Kaiki,,https://www.transfermarkt.fr/kaiki/profil/spieler/879217,124
Kauã,Prates,https://www.transfermarkt.fr/kaua-prates/profil/spieler/1275068,124
William,,https://www.transfermarkt.fr/william/profil/spieler/341710,124
Fagner,,https://www.transfermarkt.fr/fagner/profil/spieler/47592,124
Kauã,Moraes,https://www.transfermarkt.fr/kaua-moraes/profil/spieler/1388409,124
Walace,,https://www.transfermarkt.fr/walace/profil/spieler/323954,124
Lucas,Romero,https://www.transfermarkt.fr/lucas-romero/profil/spieler/242201,124
Lucas,Silva,https://www.transfermarkt.fr/lucas-silva/profil/spieler/218118,124
Murilo,Rhikman,https://www.transfermarkt.fr/murilo-rhikman/profil/spieler/1083245,124
Christian,,https://www.transfermarkt.fr/christian/profil/spieler/658678,124
Matheus,Henrique,https://www.transfermarkt.fr/matheus-henrique/profil/spieler/552549,124
Ryan,Guilherme,https://www.transfermarkt.fr/ryan-guilherme/profil/spieler/877787,124
Japa,,https://www.transfermarkt.fr/japa/profil/spieler/432157,124
